ID,GU,resi_y,resi_m,q1,q2,q3,q3_1_1,q3_1_2,q3_1_3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6,q6_op,q7,q8,q9,q9_1,q9_2,q9_2_op,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q3_3_16_op,q9_4,q9_5,q9_5_op,q10,q10_op,q11_1,q11_1_op,q11_2,q11_2_op,q12,q13,q13_1,q13_2,q14,q14_op,q15,q15_op,q16,q16_op,q17,q17_op,q18,q19,q20,q21_op,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9_1,DM9_2,DM9_3,DM9_4,DM10,DM11,DM12,DM12_op,DM13,DM14,DM14_op,DM15,wg,ws
533,1,5.0,11.0,5.0,5.0,5.0,2.0,1.0,4.0,2.0,5.0,5.0,6.0,6.0,4.0,5.0,,5.0,2.0,2.0,1.0,2.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,2.0,,8.0,,4.0,2.0,,,3.0,,2.0,,4.0,,1.0,,1.0,2.0,5.0,주거안정,2,45,2.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,3.0,,11.0,,7.0,1.0,,2.0,487.91,0.8567
534,4,1.0,3.0,3.0,4.0,6.0,2.0,5.0,7.0,1.0,6.0,6.0,5.0,7.0,6.0,6.0,,5.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,2.0,,,,4.0,,5.0,,5.0,3.0,3.0,35.0,1.0,,1.0,,2.0,,1.0,,3.0,3.0,2.0,,1,24,1.0,3.0,3.0,2.0,2.0,,,,,,3.0,,10.0,,7.0,1.0,,2.0,1368.9,2.4035
535,4,11.0,4.0,2.0,2.0,2.0,,,,5.0,3.0,3.0,3.0,3.0,3.0,4.0,,2.0,4.0,4.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,3.0,,5.0,,3.0,2.0,,,1.0,,2.0,,2.0,,1.0,,3.0,4.0,5.0,,1,63,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,979.0,1.7189
536,3,45.0,0.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,7.0,,5.0,2.0,4.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,3.0,,6.0,,3.0,2.0,,,1.0,,5.0,,4.0,,1.0,,3.0,3.0,5.0,,2,45,1.0,4.0,2.0,3.0,2.0,,,,,,1.0,1.0,4.0,,4.0,1.0,,2.0,371.67,0.6526
537,1,43.0,3.0,7.0,7.0,5.0,,,,1.0,6.0,6.0,6.0,5.0,7.0,8.0,,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,6.0,,5.0,,,,,,,,,,,,,,,,2,69,,,,,,,,,,,,,,,,,,,4162.17,7.3078
538,2,24.0,6.0,3.0,5.0,5.0,1.0,2.0,8.0,2.0,5.0,4.0,5.0,5.0,5.0,11.0,,5.0,2.0,2.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,2.0,,1.0,,3.0,3.0,1.0,20.0,2.0,,2.0,,2.0,,1.0,,1.0,1.0,5.0,,2,26,1.0,3.0,4.0,3.0,2.0,,,,,,2.0,,3.0,,9.0,1.0,,1.0,211.0,0.3705
539,2,25.0,0.0,3.0,3.0,2.0,,,,5.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,5.0,2.0,1.0,3.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,,,,8.0,,1.0,,3.0,3.0,2.0,70.0,3.0,,2.0,,1.0,,1.0,,3.0,2.0,5.0,,2,35,1.0,4.0,3.0,3.0,2.0,,,,,,1.0,1.0,2.0,,8.0,1.0,,1.0,175.68,0.3085
540,3,4.0,8.0,3.0,4.0,4.0,,,,5.0,4.0,5.0,5.0,5.0,5.0,11.0,,5.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,1.0,,,,2.0,,9.0,,5.0,1.0,4.0,40.0,3.0,,2.0,,1.0,,1.0,,1.0,2.0,5.0,,2,31,2.0,3.0,3.0,2.0,1.0,1.0,2.0,,,,3.0,,11.0,,5.0,1.0,,2.0,226.59,0.3978
541,2,3.0,8.0,6.0,5.0,5.0,1.0,3.0,5.0,2.0,6.0,5.0,6.0,6.0,5.0,1.0,,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,5.0,1.0,2.0,40.0,2.0,,2.0,,1.0,,1.0,,3.0,2.0,3.0,,2,23,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,4.0,,3.0,440.24,0.773
542,1,11.0,6.0,2.0,4.0,4.0,,,,1.0,5.0,5.0,5.0,5.0,5.0,1.0,,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,8.0,,6.0,,2.0,1.0,2.0,110.0,3.0,,1.0,,1.0,,1.0,,2.0,2.0,5.0,나이먹고 일 할 곳이 없네요.일자리 창출해 주세요.,2,44,2.0,3.0,3.0,2.0,1.0,1.0,5.0,,,,3.0,,11.0,,6.0,1.0,,1.0,286.97,0.5039
543,4,10.0,0.0,6.0,7.0,6.0,1.0,5.0,7.0,1.0,6.0,6.0,7.0,7.0,6.0,3.0,,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,5.0,,2.0,2.0,,,2.0,,4.0,,2.0,,1.0,,2.0,1.0,2.0,,2,40,1.0,3.0,4.0,3.0,2.0,,,,,,2.0,,4.0,,5.0,1.0,,1.0,367.24,0.6448
544,4,15.0,9.0,4.0,4.0,4.0,,,,2.0,5.0,5.0,4.0,4.0,5.0,7.0,,4.0,2.0,1.0,1.0,2.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,2.0,,1.0,,4.0,2.0,,,3.0,,2.0,,1.0,,1.0,,2.0,3.0,1.0,,2,56,2.0,3.0,2.0,2.0,2.0,,,,,,3.0,,11.0,,4.0,1.0,,1.0,545.92,0.9585
545,1,7.0,11.0,6.0,6.0,5.0,3.0,4.0,5.0,3.0,6.0,6.0,7.0,5.0,5.0,4.0,,5.0,2.0,2.0,2.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,250.0,2.0,,,,6.0,,8.0,,5.0,2.0,,,3.0,,4.0,,3.0,,3.0,,2.0,2.0,4.0,,2,27,2.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,,,3.0,,11.0,,5.0,1.0,,2.0,276.17,0.4849
546,2,2.0,11.0,2.0,3.0,2.0,,,,5.0,2.0,2.0,2.0,3.0,2.0,1.0,,3.0,5.0,4.0,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,700.0,5.0,,,,5.0,,11.0,,5.0,3.0,3.0,30.0,3.0,,2.0,,3.0,,1.0,,3.0,3.0,5.0,,2,33,1.0,4.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,1.0,,1.0,142.72,0.2506
547,1,1.0,0.0,6.0,6.0,6.0,3.0,2.0,5.0,1.0,6.0,6.0,6.0,6.0,5.0,4.0,,6.0,1.0,4.0,3.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,3.0,,5.0,,5.0,3.0,3.0,,3.0,,2.0,,2.0,,1.0,,2.0,2.0,6.0,,1,49,2.0,4.0,4.0,1.0,1.0,2.0,4.0,6.0,,,1.0,1.0,1.0,,9.0,1.0,,1.0,745.43,1.3088
548,2,23.0,6.0,4.0,2.0,4.0,,,,1.0,3.0,4.0,4.0,5.0,3.0,5.0,,3.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,,,,9.0,,10.0,,3.0,1.0,4.0,40.0,3.0,,2.0,,1.0,,3.0,,2.0,2.0,1.0,,1,45,2.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,,,1.0,1.0,1.0,,5.0,1.0,,1.0,1022.57,1.7954
549,2,43.0,2.0,4.0,6.0,2.0,,,,4.0,2.0,2.0,3.0,3.0,5.0,4.0,,3.0,4.0,1.0,1.0,2.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,100.0,1.0,,,,4.0,,9.0,,5.0,2.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,2,44,2.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,,,1.0,1.0,3.0,,9.0,1.0,,1.0,281.02,0.4934
550,2,8.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,6.0,6.0,3.0,,5.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,,,,1.0,,3.0,,3.0,2.0,,,1.0,,1.0,,2.0,,1.0,,1.0,1.0,3.0,,1,51,2.0,3.0,3.0,1.0,1.0,1.0,5.0,,,,1.0,1.0,3.0,,8.0,1.0,,1.0,681.48,1.1965
551,2,6.0,9.0,7.0,6.0,6.0,3.0,4.0,5.0,1.0,6.0,7.0,6.0,7.0,6.0,3.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,2.0,,3.0,2.0,,,3.0,,2.0,,2.0,,1.0,,2.0,2.0,5.0,,2,72,4.0,1.0,1.0,3.0,2.0,,,,,,3.0,,11.0,,2.0,2.0,,2.0,4127.86,7.2476
552,4,4.0,2.0,4.0,3.0,5.0,7.0,2.0,8.0,2.0,4.0,5.0,5.0,5.0,4.0,9.0,,4.0,5.0,1.0,1.0,4.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,2.0,,1.0,,2.0,2.0,,,2.0,,2.0,,1.0,,1.0,,3.0,1.0,5.0,,2,30,1.0,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,2.0,,4.0,1.0,,3.0,216.81,0.3807
553,3,3.0,0.0,5.0,5.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,6.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,10.0,,4.0,1.0,5.0,100.0,3.0,,2.0,,1.0,,1.0,,1.0,5.0,5.0,,2,36,2.0,4.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,2.0,,9.0,1.0,,2.0,254.32,0.4465
554,4,7.0,10.0,4.0,5.0,5.0,2.0,7.0,8.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,10.0,,5.0,1.0,2.0,40.0,1.0,,3.0,,1.0,,1.0,,1.0,2.0,3.0,,2,59,2.0,1.0,4.0,2.0,1.0,0.0,7.0,,,,3.0,,11.0,,8.0,1.0,,1.0,545.92,0.9585
555,2,5.0,0.0,4.0,5.0,6.0,2.0,1.0,4.0,1.0,6.0,6.0,4.0,4.0,4.0,6.0,,4.0,5.0,1.0,1.0,2.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,3.0,,,,1.0,,3.0,,5.0,3.0,4.0,30.0,3.0,,5.0,,3.0,,2.0,,1.0,3.0,1.0,,1,44,2.0,4.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,,9.0,1.0,,1.0,499.88,0.8777
556,3,3.0,6.0,4.0,4.0,4.0,,,,2.0,6.0,5.0,3.0,6.0,6.0,1.0,,6.0,2.0,4.0,3.0,4.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,4.0,,,,3.0,,9.0,,4.0,3.0,2.0,20.0,4.0,,2.0,,3.0,,4.0,,1.0,2.0,5.0,,2,31,1.0,4.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,1.0,,3.0,226.59,0.3978
557,3,10.0,3.0,4.0,3.0,4.0,,,,3.0,4.0,3.0,4.0,4.0,3.0,1.0,,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8.0,,4.0,,5.0,1.0,3.0,50.0,4.0,,2.0,,1.0,,1.0,,1.0,1.0,3.0,,2,33,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,3.0,,3.0,226.59,0.3978
558,1,10.0,0.0,6.0,7.0,6.0,1.0,5.0,7.0,2.0,6.0,6.0,7.0,7.0,6.0,3.0,,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,4.0,,3.0,2.0,,,3.0,,1.0,,2.0,,2.0,,2.0,2.0,2.0,,1,40,1.0,3.0,4.0,3.0,2.0,,,,,,2.0,,2.0,,4.0,1.0,,1.0,393.96,0.6917
559,4,1.0,6.0,2.0,3.0,2.0,,,,2.0,2.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,2.0,1.0,2.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,,,,1.0,,2.0,,3.0,1.0,3.0,30.0,2.0,,1.0,,1.0,,1.0,,3.0,2.0,4.0,,2,31,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,2.0,,4.0,1.0,,2.0,216.81,0.3807
560,2,22.0,5.0,3.0,6.0,6.0,1.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,,3.0,3.0,1.0,1.0,2.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,9.0,,8.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,2.0,2.0,1.0,교통과 도시의 균형적 개발,2,47,2.0,4.0,3.0,1.0,1.0,0.0,6.0,,,,1.0,1.0,4.0,,9.0,1.0,,1.0,535.2,0.9397
561,4,10.0,1.0,5.0,5.0,5.0,9.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,,4.0,5.0,4.0,1.0,2.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,3.0,,,,2.0,,6.0,,4.0,3.0,3.0,50.0,4.0,,2.0,,3.0,,3.0,,2.0,2.0,6.0,.,1,49,2.0,3.0,3.0,3.0,1.0,1.0,5.0,,,,3.0,,4.0,,4.0,4.0,,4.0,735.67,1.2917
562,1,27.0,7.0,3.0,3.0,6.0,3.0,4.0,9.0,2.0,6.0,5.0,4.0,4.0,4.0,11.0,,3.0,2.0,2.0,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,3.0,,,,4.0,,6.0,,2.0,2.0,,,2.0,,2.0,,1.0,,1.0,,3.0,2.0,3.0,,1,50,2.0,2.0,3.0,2.0,1.0,0.0,6.0,,,,1.0,1.0,7.0,,9.0,1.0,,1.0,1422.67,2.4979
563,2,30.0,0.0,5.0,5.0,6.0,2.0,3.0,4.0,2.0,6.0,7.0,6.0,7.0,6.0,1.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,4.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,2.0,1.0,2.0,,2,34,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,1.0,,2.0,142.72,0.2506
564,2,30.0,0.0,5.0,5.0,6.0,2.0,4.0,6.0,2.0,5.0,5.0,6.0,6.0,6.0,1.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,5.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,2.0,2.0,5.0,,2,34,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,2.0,,2.0,142.72,0.2506
565,3,10.0,4.0,4.0,3.0,4.0,,,,3.0,4.0,4.0,5.0,4.0,4.0,2.0,,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,10.0,,5.0,1.0,3.0,50.0,4.0,,2.0,,1.0,,2.0,,1.0,1.0,3.0,,1,35,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,3.0,1.0,,2.0,449.18,0.7887
566,2,3.0,0.0,5.0,5.0,6.0,4.0,7.0,8.0,1.0,6.0,5.0,6.0,6.0,6.0,7.0,,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,2.0,,3.0,2.0,,,1.0,,2.0,,2.0,,4.0,,1.0,2.0,5.0,,1,24,1.0,3.0,3.0,2.0,2.0,,,,,,3.0,,10.0,,6.0,1.0,,2.0,1950.17,3.4241
567,2,6.0,9.0,4.0,4.0,4.0,,,,1.0,4.0,4.0,4.0,4.0,4.0,1.0,,4.0,1.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,60.0,1.0,,,,1.0,,5.0,,2.0,2.0,,,3.0,,2.0,,1.0,,1.0,,2.0,2.0,2.0,,1,48,2.0,1.0,3.0,1.0,1.0,1.0,4.0,,,,1.0,1.0,7.0,,6.0,1.0,,1.0,1022.57,1.7954
568,3,7.0,3.0,6.0,5.0,5.0,2.0,4.0,6.0,3.0,5.0,6.0,5.0,4.0,6.0,9.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,2.0,,4.0,,4.0,2.0,,,3.0,,3.0,,2.0,,2.0,,3.0,2.0,4.0,,2,46,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,4.0,3.0,,6.0,2.0,,1.0,371.67,0.6526
569,4,5.0,5.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,,5.0,1.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,1.0,,,,1.0,,9.0,,4.0,2.0,,,3.0,,2.0,,1.0,,3.0,,2.0,2.0,5.0,,2,35,2.0,4.0,4.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,3.0,,9.0,1.0,,2.0,266.42,0.4678
570,2,10.0,0.0,5.0,7.0,5.0,1.0,7.0,4.0,1.0,4.0,4.0,5.0,5.0,6.0,1.0,,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,,11.0,,4.0,1.0,3.0,60.0,2.0,,4.0,,2.0,,1.0,,1.0,1.0,5.0,,1,52,2.0,4.0,3.0,1.0,1.0,0.0,6.0,,,,1.0,1.0,2.0,,6.0,3.0,,3.0,681.48,1.1965
571,4,0.0,10.0,1.0,2.0,5.0,8.0,2.0,9.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,8.0,,1.0,,5.0,1.0,4.0,40.0,2.0,,8.0,안함,1.0,,2.0,,2.0,2.0,3.0,,1,31,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,2.0,,4.0,3.0,,2.0,952.94,1.6732
572,2,5.0,6.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,4.0,,4.0,3.0,2.0,30.0,3.0,,2.0,,2.0,,2.0,,1.0,1.0,3.0,,2,39,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,175.68,0.3085
573,2,10.0,5.0,6.0,5.0,4.0,,,,2.0,5.0,5.0,6.0,5.0,6.0,2.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8.0,,10.0,,5.0,1.0,3.0,120.0,3.0,,5.0,,1.0,,1.0,,1.0,2.0,3.0,,1,39,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,3.0,,8.0,1.0,,1.0,233.75,0.4104
574,2,24.0,5.0,5.0,5.0,4.0,,,,2.0,5.0,5.0,5.0,4.0,4.0,9.0,,6.0,2.0,2.0,1.0,2.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,4.0,,10.0,,3.0,1.0,2.0,50.0,3.0,,1.0,,1.0,,1.0,,2.0,2.0,2.0,,2,45,2.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,2.0,,13.0,강사,7.0,1.0,,1.0,535.2,0.9397
575,3,15.0,0.0,5.0,6.0,5.0,2.0,7.0,8.0,2.0,6.0,5.0,5.0,5.0,6.0,1.0,,5.0,2.0,1.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,5.0,2.0,,,2.0,,1.0,,2.0,,1.0,,1.0,1.0,3.0,복지의 평균화,2,56,2.0,4.0,2.0,1.0,1.0,0.0,6.0,,,,1.0,4.0,2.0,,7.0,1.0,,1.0,488.0,0.8568
576,3,10.0,9.0,2.0,3.0,4.0,,,,3.0,3.0,3.0,2.0,2.0,2.0,9.0,,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,5.0,,4.0,1.0,1.0,30.0,1.0,,2.0,,2.0,,1.0,,2.0,2.0,2.0,,1,28,2.0,3.0,3.0,1.0,1.0,1.0,5.0,,,,1.0,1.0,7.0,,5.0,1.0,,2.0,903.6,1.5865
577,2,26.0,7.0,4.0,4.0,4.0,,,,5.0,4.0,5.0,4.0,4.0,5.0,1.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,3.0,2.0,,,2.0,,5.0,,1.0,,1.0,,3.0,4.0,2.0,,2,38,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,,9.0,1.0,,2.0,175.68,0.3085
578,2,6.0,9.0,7.0,7.0,6.0,1.0,4.0,5.0,1.0,6.0,7.0,7.0,6.0,6.0,3.0,,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,4.0,,2.0,2.0,,,3.0,,2.0,,1.0,,2.0,,1.0,1.0,3.0,,2,66,2.0,1.0,2.0,2.0,2.0,,,,,,3.0,,11.0,,2.0,3.0,,2.0,4127.86,7.2476
579,2,50.0,7.0,5.0,6.0,5.0,2.0,1.0,3.0,2.0,6.0,5.0,5.0,5.0,4.0,4.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,8.0,,3.0,2.0,,,3.0,,5.0,,1.0,,1.0,,2.0,3.0,3.0,,2,50,3.0,3.0,3.0,2.0,1.0,1.0,6.0,,,,1.0,1.0,1.0,,6.0,1.0,,1.0,601.92,1.0568
580,3,48.0,1.0,4.0,5.0,5.0,5.0,7.0,8.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,3.0,4.0,1.0,3.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,4.0,,,,4.0,,2.0,,3.0,2.0,,,3.0,,2.0,,2.0,,2.0,,2.0,2.0,3.0,,2,55,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,4.0,,4.0,3.0,,2.0,488.0,0.8568
581,4,13.0,,5.0,6.0,5.0,2.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,9.0,,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,4.0,,6.0,,4.0,3.0,5.0,50.0,3.0,,5.0,,1.0,,2.0,,2.0,2.0,5.0,,2,52,2.0,4.0,4.0,1.0,1.0,0.0,7.0,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,667.83,1.1726
582,3,1.0,6.0,5.0,5.0,7.0,2.0,6.0,7.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,,6.0,2.0,1.0,1.0,4.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,1.0,,,,3.0,,1.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,3.0,3.0,6.0,불법주차 차량 규제,2,25,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,2.0,,5.0,3.0,,2.0,255.18,0.448
583,4,18.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,8.0,,3.0,3.0,1.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,,,,4.0,,8.0,,3.0,1.0,2.0,50.0,3.0,,2.0,,2.0,,2.0,,1.0,3.0,6.0,,2,49,2.0,2.0,3.0,1.0,1.0,1.0,5.0,,,,1.0,1.0,9.0,,2.0,1.0,,1.0,510.71,0.8967
584,4,5.0,0.0,3.0,5.0,2.0,,,,5.0,3.0,3.0,4.0,3.0,3.0,5.0,,4.0,5.0,1.0,1.0,2.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,150.0,3.0,,,,6.0,,2.0,,3.0,2.0,,,2.0,,1.0,,1.0,,4.0,,2.0,2.0,2.0,노후화된 주거시설(아파트) 재건축 재개발,1,36,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,,,2.0,,4.0,,4.0,1.0,,2.0,654.55,1.1492
585,2,10.0,8.0,4.0,4.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,4.0,1.0,,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8.0,,7.0,,5.0,1.0,3.0,50.0,4.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,2,35,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,,,1.0,1.0,3.0,,6.0,1.0,,2.0,175.68,0.3085
